MajorityproteinIDs,Fastaheaders,Score,id,UniProt ID,genesymbol,description,s200,s201,s202,s203,s204,s400,s401,s402,s503,s504,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR
Q8C754,sp|Q8C754|VPS52_MOUSE Vacuolar protein sorting-associated protein 52 homolog OS=Mus musculus OX=10090 GN=Vps52 PE=1 SV=1,136.33,3095,Q8C754,Vps52,Vacuolar protein sorting-associated protein 52 homolog,16.58368714,16.88962657,16.99134675,16.96731029,16.8643212,16.79892572,16.83470183,16.83671626,16.86130219,16.96033136,0.000862919,-0.173611193,0.17533703,16.85882693,0.010968192,-5.053212899,0.991457158,0.999980519,0,0
Q8C7D2,sp|Q8C7D2|CRBN_MOUSE Protein cereblon OS=Mus musculus OX=10090 GN=Crbn PE=1 SV=1,7.708,3096,Q8C7D2,Crbn,Protein cereblon,15.27286056,15.16594488,15.14633921,15.06753798,14.62093606,14.85903276,15.1678033,15.00750315,15.24552936,14.67244816,0.064260392,-0.249548537,0.378069321,15.02259354,0.45505143,-4.985997287,0.658603351,0.999980519,0,0
Q8C7H1,"sp|Q8C7H1|MMAA_MOUSE Methylmalonic aciduria type A homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mmaa PE=1 SV=1",3.8688,3097,Q8C7H1,Mmaa,"Methylmalonic aciduria type A homolog, mitochondrial",13.93734473,13.75008735,13.86017493,13.80854771,14.07222902,13.71221999,13.81624026,13.63968081,13.9492211,14.02891048,0.05642222,-0.141282973,0.254127413,13.85746564,0.632889965,-4.924958106,0.540522063,0.999980519,0,0
Q8C7K6,sp|Q8C7K6|PCYXL_MOUSE Prenylcysteine oxidase-like OS=Mus musculus OX=10090 GN=Pcyox1l PE=1 SV=1,22.621,3098,Q8C7K6,Pcyox1l,Prenylcysteine oxidase-like,15.25169008,15.42355929,15.566236,15.34011163,15.37562027,15.14862648,15.61911023,15.29845355,15.42972056,15.47815736,-0.003370181,-0.208546633,0.201806272,15.39312854,-0.036426862,-5.052816022,0.97163431,0.999980519,0,0
Q8C7M3,sp|Q8C7M3|TRIM9_MOUSE E3 ubiquitin-protein ligase TRIM9 OS=Mus musculus OX=10090 GN=Trim9 PE=1 SV=2,30.375,3099,Q8C7M3,Trim9,E3 ubiquitin-protein ligase TRIM9,17.28846584,17.28746228,17.21255619,17.3709219,17.27659573,17.37351099,17.302453,17.25102352,17.42013249,17.31273748,-0.044771106,-0.159508968,0.069966755,17.30958594,-0.865340821,-4.818758637,0.406442529,0.999980519,0,0
Q8C7R4,sp|Q8C7R4|UBA6_MOUSE Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus OX=10090 GN=Uba6 PE=1 SV=1,30.382,3100,Q8C7R4,Uba6,Ubiquitin-like modifier-activating enzyme 6,16.46225953,16.35175459,16.53650754,16.55337332,16.57122407,16.63976935,16.51079731,16.45946355,16.525502,16.64629499,-0.06134163,-0.198681625,0.075998366,16.52569462,-0.990499815,-4.750513954,0.344498,0.999980519,0,0
Q8C7X2,sp|Q8C7X2|EMC1_MOUSE ER membrane protein complex subunit 1 OS=Mus musculus OX=10090 GN=Emc1 PE=1 SV=1,25.01,3101,Q8C7X2,Emc1,ER membrane protein complex subunit 1,16.48315061,16.56594901,16.50273317,16.56330735,16.58736294,16.3059738,16.47403002,16.59324708,16.67757624,16.3870396,0.052927272,-0.108922889,0.214777432,16.51403698,0.725207838,-4.886173499,0.484381909,0.999980519,0,0
Q8C854,sp|Q8C854|MYEF2_MOUSE Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1,88.301,3102,Q8C854,Myef2,Myelin expression factor 2,18.94927427,18.98217017,18.98952157,19.03364119,18.93779253,19.13235138,19.04440255,18.95072465,19.06999162,18.93926401,-0.048866895,-0.165626335,0.067892545,19.00291339,-0.928151474,-4.785410484,0.374446136,0.999980519,0,0
Q8C863;Q8BZZ3,sp|Q8C863|ITCH_MOUSE E3 ubiquitin-protein ligase Itchy OS=Mus musculus OX=10090 GN=Itch PE=1 SV=2;sp|Q8BZZ3|WWP1_MOUSE NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus OX=10090 GN=Wwp1 PE=1 SV=2,1.7506,3103,Q8C863,Itch,E3 ubiquitin-protein ligase Itchy,10.68463433,10.85365402,11.2280001,10.66259361,11.42149809,10.17863973,10.86536342,10.705288,10.59997674,11.38927331,0.22236779,-0.273424909,0.718160489,10.85889213,0.996676376,-4.746840551,0.341975324,0.999980519,0,0
Q8C878,sp|Q8C878|UBA3_MOUSE NEDD8-activating enzyme E1 catalytic subunit OS=Mus musculus OX=10090 GN=Uba3 PE=1 SV=2,29.919,3104,Q8C878,Uba3,NEDD8-activating enzyme E1 catalytic subunit,16.86155191,17.03215075,16.91484198,16.98780089,16.9851236,16.58692399,16.95564176,17.04294588,16.75162109,16.82982512,0.122902258,-0.06397178,0.309776297,16.8948427,1.458501932,-4.440840612,0.174341076,0.999980519,0,0
Q8C8N2,sp|Q8C8N2|SCAI_MOUSE Protein SCAI OS=Mus musculus OX=10090 GN=Scai PE=1 SV=2,66.646,3105,Q8C8N2,Scai,Protein SCAI,18.56650519,18.81664462,18.80048611,18.7095934,18.67347666,18.59957675,18.78368238,18.73603558,18.63171734,18.76152513,0.010833758,-0.132087513,0.153755029,18.70792431,0.168104129,-5.043974395,0.869737669,0.999980519,0,0
Q8C8R3,sp|Q8C8R3|ANK2_MOUSE Ankyrin-2 OS=Mus musculus OX=10090 GN=Ank2 PE=1 SV=2,323.31,3106,Q8C8R3,Ank2,Ankyrin-2,22.82254953,22.84171586,22.86850654,22.88157575,22.89203072,22.95822098,22.86468072,22.85421135,22.91525044,22.93702408,-0.044601832,-0.142818249,0.053614585,22.8835766,-1.007081758,-4.740943549,0.336836156,0.999980519,0,0
Q8C8T7,sp|Q8C8T7|ELFN1_MOUSE Protein ELFN1 OS=Mus musculus OX=10090 GN=Elfn1 PE=2 SV=1,3.8721,3107,Q8C8T7,Elfn1,Protein ELFN1,10.62589207,9.785691967,10.65976519,10.07364891,9.763257871,10.43221721,10.55514352,10.39883679,10.10733011,10.56426135,-0.229906593,-0.657263824,0.197450638,10.2966045,-1.19548128,-4.624314027,0.25894963,0.999980519,0,0
Q8C8T8,sp|Q8C8T8|TSR2_MOUSE Pre-rRNA-processing protein TSR2 homolog OS=Mus musculus OX=10090 GN=Tsr2 PE=1 SV=1,19.636,3108,Q8C8T8,Tsr2,Pre-rRNA-processing protein TSR2 homolog,17.34018266,17.25124597,17.45923068,17.31340685,17.22176917,17.48850191,17.32291268,17.23433548,17.26765636,17.50178639,-0.045871497,-0.206438143,0.114695148,17.34010282,-0.633554089,-4.924695803,0.540105141,0.999980519,0,0
Q8C996,sp|Q8C996|TM163_MOUSE Transmembrane protein 163 OS=Mus musculus OX=10090 GN=Tmem163 PE=1 SV=1,3.9397,3109,Q8C996,Tmem163,Transmembrane protein 163,15.12523649,15.52597217,15.42423861,15.36173104,15.08639238,14.98689575,15.50342173,15.27437703,15.78006893,16.01600198,-0.207438944,-0.611027215,0.196149327,15.40843361,-1.142178992,-4.658667962,0.279479636,0.999980519,0,0
Q8C9S4,sp|Q8C9S4|CC186_MOUSE Coiled-coil domain-containing protein 186 OS=Mus musculus OX=10090 GN=Ccdc186 PE=1 SV=2,1.6941,3110,Q8C9S4,Ccdc186,Coiled-coil domain-containing protein 186,14.44143492,13.98626018,14.26284083,13.69721408,13.88555156,13.92611915,14.21261507,13.74977426,14.25890953,13.94578284,0.036020143,-0.296832987,0.368873273,14.03665024,0.240477914,-5.034278512,0.814723713,0.999980519,0,0
Q8CA71,sp|Q8CA71|SHSA4_MOUSE Protein shisa-4 OS=Mus musculus OX=10090 GN=Shisa4 PE=1 SV=1,2.9024,3111,Q8CA71,Shisa4,Protein shisa-4,14.65699903,14.56384481,14.88514965,14.90203602,14.91493289,14.66172661,14.64309561,14.87861004,14.83150926,14.61274789,0.059054596,-0.137514095,0.255623287,14.75506518,0.666247314,-4.911480659,0.519811881,0.999980519,0,0
Q8CA95,"sp|Q8CA95|PDE10_MOUSE cAMP and cAMP-inhibited cGMP 3,5-cyclic phosphodiesterase 10A OS=Mus musculus OX=10090 GN=Pde10a PE=1 SV=2",12.122,3112,Q8CA95,Pde10a,"cAMP and cAMP-inhibited cGMP 3,5-cyclic phosphodiesterase 10A",13.42306156,13.50560044,13.54493339,13.47722405,13.3574131,13.42557971,13.63434393,13.59218402,13.3081688,13.23661641,0.022267934,-0.162957268,0.207493135,13.45051254,0.26660971,-5.029982206,0.795000916,0.999980519,0,0
Q8CAA7,"sp|Q8CAA7|PGM2L_MOUSE Glucose 1,6-bisphosphate synthase OS=Mus musculus OX=10090 GN=Pgm2l1 PE=1 SV=1",53.15,3113,Q8CAA7,Pgm2l1,"Glucose 1,6-bisphosphate synthase",20.55335555,20.54423978,20.5798479,20.64881088,20.62507851,20.38673355,20.59949039,20.60862043,20.6388489,20.63772047,0.015983778,-0.116727731,0.148695286,20.58227464,0.267095739,-5.029897693,0.794636799,0.999980519,0,0
Q8CAE9,sp|Q8CAE9|PDXL2_MOUSE Podocalyxin-like protein 2 OS=Mus musculus OX=10090 GN=Podxl2 PE=1 SV=2,3.161,3114,Q8CAE9,Podxl2,Podocalyxin-like protein 2,NA,9.652977821,9.490704248,9.751025434,NA,9.422875703,NA,9.786777225,NA,NA,0.026742704,-0.347928724,0.401414132,9.620872086,0.180652857,-4.858186922,0.863379022,0.999980519,0,0
Q8CAF4,sp|Q8CAF4|NHSL1_MOUSE NHS-like protein 1 OS=Mus musculus OX=10090 GN=Nhsl1 PE=1 SV=3,1.7259,3115,Q8CAF4,Nhsl1,NHS-like protein 1,12.32106788,12.14926744,12.17340424,11.9353379,12.00680967,12.6961336,12.21962222,12.35362577,11.79734247,12.06362021,-0.108891427,-0.442612395,0.22482954,12.17162314,-0.725091156,-4.886084754,0.48469638,0.999980519,0,0
Q8CAK1,"sp|Q8CAK1|CAF17_MOUSE Putative transferase CAF17 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Iba57 PE=1 SV=1",46.085,3116,Q8CAK1,Iba57,"Putative transferase CAF17 homolog, mitochondrial",15.00291188,15.14651872,15.16080857,15.05258332,15.23612237,15.26376109,15.0932818,15.26462953,14.89530136,15.27044705,-0.037695194,-0.223514029,0.148123641,15.13863657,-0.449875527,-4.98757434,0.662066398,0.999980519,0,0
Q8CAK3,sp|Q8CAK3|SHFL_MOUSE Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog OS=Mus musculus OX=10090 GN=Shfl PE=2 SV=1,8.1701,3117,Q8CAK3,Shfl,Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog,15.96975796,16.02410289,15.92242907,15.88704944,15.90901897,15.99447805,15.93022702,15.91061586,15.96913469,16.166972,-0.051813858,-0.184630376,0.08100266,15.9683786,-0.865147098,-4.818858592,0.406544048,0.999980519,0,0
Q8CAQ8,sp|Q8CAQ8|MIC60_MOUSE MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1,260.9,3118,Q8CAQ8,Immt,MICOS complex subunit Mic60,22.59891024,22.5568688,22.65181849,22.56799062,22.68387556,22.72275665,22.63652259,22.56761743,22.44948171,22.51583447,0.033450169,-0.101640583,0.168540922,22.59516766,0.549121966,-4.95604068,0.594557999,0.999980519,0,0
Q8CAY6;Q80X81,"sp|Q8CAY6|THIC_MOUSE Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus OX=10090 GN=Acat2 PE=1 SV=2;tr|Q80X81|Q80X81_MOUSE Acetyl-Coenzyme A acetyltransferase 3 OS=Mus musculus OX=10090 GN=Acat3 PE=1 SV=1",25.121,3119,Q8CAY6,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",17.62946917,17.63147681,17.528018,17.62093511,17.64848572,17.57585721,17.5599641,17.53022528,17.76057959,17.61280067,0.003791593,-0.120367697,0.127950884,17.60978117,0.067723386,-5.051744226,0.947295014,0.999980519,0,0
Q8CB44,sp|Q8CB44|GRAM4_MOUSE GRAM domain-containing protein 4 OS=Mus musculus OX=10090 GN=Gramd4 PE=1 SV=1,1.9479,3120,Q8CB44,Gramd4,GRAM domain-containing protein 4,12.47963063,11.9241521,11.62949333,12.20923513,12.25978638,11.95059655,12.00667487,11.99527361,12.20736969,11.93237057,0.082002458,-0.234990333,0.39899525,12.05945829,0.574857095,-4.946808302,0.577845165,0.999980519,0,0
Q8CB77,sp|Q8CB77|ELOA1_MOUSE Elongin-A OS=Mus musculus OX=10090 GN=Eloa PE=1 SV=3,3.566,3121,Q8CB77,Eloa,Elongin-A,12.43260932,11.87899649,12.13537175,12.11910556,12.1042724,12.08315805,12.30462412,12.12219571,12.21464815,11.88465023,0.012215853,-0.224620927,0.249052632,12.12796318,0.114459819,-5.048944826,0.911071891,0.999980519,0,0
Q8CBE3,sp|Q8CBE3|WDR37_MOUSE WD repeat-containing protein 37 OS=Mus musculus OX=10090 GN=Wdr37 PE=1 SV=1,57.837,3122,Q8CBE3,Wdr37,WD repeat-containing protein 37,18.749344,18.65373972,18.86335895,18.95454835,18.74337027,18.91864216,18.82907528,18.65311032,18.8966353,18.89793386,-0.046207124,-0.210378542,0.117964293,18.81597582,-0.62417664,-4.92837668,0.546009182,0.999980519,0,0
Q8CBG9,sp|Q8CBG9|RN170_MOUSE E3 ubiquitin-protein ligase RNF170 OS=Mus musculus OX=10090 GN=Rnf170 PE=1 SV=1,2.2294,3123,Q8CBG9,Rnf170,E3 ubiquitin-protein ligase RNF170,11.12665746,11.62776993,11.65124696,11.49545739,11.09885851,10.68354518,11.10242865,11.45940289,11.81485303,11.54784709,0.078382684,-0.38204412,0.538809487,11.36080671,0.378304879,-5.006568332,0.712957692,0.999980519,0,0
Q8CBH5,sp|Q8CBH5|MFSD6_MOUSE Major facilitator superfamily domain-containing protein 6 OS=Mus musculus OX=10090 GN=Mfsd6 PE=1 SV=1,6.0091,3124,Q8CBH5,Mfsd6,Major facilitator superfamily domain-containing protein 6,12.29150714,12.20973234,12.13352576,11.88409286,12.16856604,12.44108622,12.40000231,11.9326592,11.97118203,12.58734829,-0.128970785,-0.434067108,0.176125538,12.20197022,-0.939370205,-4.779122999,0.369250447,0.999980519,0,0
Q8CBW3,sp|Q8CBW3|ABI1_MOUSE Abl interactor 1 OS=Mus musculus OX=10090 GN=Abi1 PE=1 SV=3,41.114,3125,Q8CBW3,Abi1,Abl interactor 1,20.23278778,20.05994226,20.24454233,20.12622225,20.14188471,20.18038418,20.16531082,20.0746325,19.96367919,20.25833972,0.032606585,-0.114672717,0.179885888,20.14477257,0.490975384,-4.975226426,0.63367704,0.999980519,0,0
Q8CBY8,sp|Q8CBY8|DCTN4_MOUSE Dynactin subunit 4 OS=Mus musculus OX=10090 GN=Dctn4 PE=1 SV=1,28.215,3126,Q8CBY8,Dctn4,Dynactin subunit 4,17.75927495,17.75850101,17.88401247,17.72074953,17.88044094,17.58061176,17.91376857,17.76245288,17.85385097,17.87328522,0.003801901,-0.155253068,0.16285687,17.79869483,0.053009008,-5.052328313,0.958732932,0.999980519,0,0
Q8CC21,"sp|Q8CC21|TTC19_MOUSE Tetratricopeptide repeat protein 19, mitochondrial OS=Mus musculus OX=10090 GN=Ttc19 PE=1 SV=1",7.5224,3127,Q8CC21,Ttc19,"Tetratricopeptide repeat protein 19, mitochondrial",14.19984538,14.1979572,14.0061495,14.39129808,13.83997167,14.08879834,14.02052189,14.21836907,14.24129153,14.23844568,-0.034440938,-0.255532704,0.186650828,14.14426483,-0.34552921,-5.014288381,0.736619966,0.999980519,0,0
Q8CC27,sp|Q8CC27|CACB2_MOUSE Voltage-dependent L-type calcium channel subunit beta-2 OS=Mus musculus OX=10090 GN=Cacnb2 PE=1 SV=1,21.996,3128,Q8CC27,Cacnb2,Voltage-dependent L-type calcium channel subunit beta-2,13.67420966,13.50110603,13.67306258,13.43779834,13.20147738,13.49823334,13.64385059,13.52731997,13.34492267,13.60084074,-0.025502664,-0.241473568,0.19046824,13.51028213,-0.261882177,-5.030795731,0.798547045,0.999980519,0,0
Q8CC35,sp|Q8CC35|SYNPO_MOUSE Synaptopodin OS=Mus musculus OX=10090 GN=Synpo PE=1 SV=2,100.02,3129,Q8CC35,Synpo,Synaptopodin,19.44366899,19.56295942,19.50913396,19.70320564,19.45044607,19.74141733,19.58453385,19.55711801,19.85441136,19.30840373,-0.07529404,-0.29585646,0.145268379,19.57152984,-0.757201477,-4.871651877,0.465825903,0.999980519,0,0
Q8CC88,sp|Q8CC88|VWA8_MOUSE von Willebrand factor A domain-containing protein 8 OS=Mus musculus OX=10090 GN=Vwa8 PE=1 SV=2,61.623,3130,Q8CC88,Vwa8,von Willebrand factor A domain-containing protein 8,16.75992524,16.70111571,16.63647382,16.73611718,16.8024745,16.7769258,16.62696579,16.7095621,16.6226669,16.6019006,0.059617055,-0.061120618,0.180354728,16.69741276,1.095024497,-4.688250191,0.298308019,0.999980519,0,0
Q8CCB4,sp|Q8CCB4|VPS53_MOUSE Vacuolar protein sorting-associated protein 53 homolog OS=Mus musculus OX=10090 GN=Vps53 PE=1 SV=1,53.16,3131,Q8CCB4,Vps53,Vacuolar protein sorting-associated protein 53 homolog,17.80720027,17.91521492,17.89139932,18.00947695,17.86530536,17.87526933,17.91196177,18.00931429,17.83445176,17.8154202,0.008435893,-0.118610343,0.135482129,17.89350142,0.147253416,-5.046130102,0.88575819,0.999980519,0,0
Q8CCF0,sp|Q8CCF0|PRP31_MOUSE U4/U6 small nuclear ribonucleoprotein Prp31 OS=Mus musculus OX=10090 GN=Prpf31 PE=1 SV=3,3.6686,3132,Q8CCF0,Prpf31,U4/U6 small nuclear ribonucleoprotein Prp31,11.95046366,12.31880816,11.82043031,12.28122962,11.84725094,12.06455665,11.99140023,12.26587225,11.5265732,12.49958845,-0.025961619,-0.417161728,0.365238489,12.05661735,-0.147473919,-5.046099113,0.885632075,0.999980519,0,0
Q8CCJ4,sp|Q8CCJ4|AMER2_MOUSE APC membrane recruitment protein 2 OS=Mus musculus OX=10090 GN=Amer2 PE=1 SV=2,62.486,3133,Q8CCJ4,Amer2,APC membrane recruitment protein 2,17.58128768,17.5258604,17.45362029,17.52490015,17.51886371,17.76499838,17.6388703,17.58942243,17.68187533,17.31471481,-0.077069806,-0.253792246,0.099652634,17.55944135,-0.967138521,-4.763793017,0.355508029,0.999980519,0,0
Q8CCJ9,sp|Q8CCJ9|P20L1_MOUSE PHD finger protein 20-like protein 1 OS=Mus musculus OX=10090 GN=Phf20l1 PE=1 SV=2,2.6885,3134,Q8CCJ9,Phf20l1,PHD finger protein 20-like protein 1,11.60317694,10.85691523,11.78091135,11.23711046,11.5906115,11.0400819,10.68396846,11.94450633,11.40088141,10.47749643,0.30435819,-0.309704786,0.918421166,11.261566,1.101423888,-4.684218383,0.296020894,0.999980519,0,0
Q8CCK0,sp|Q8CCK0|H2AW_MOUSE Core histone macro-H2A.2 OS=Mus musculus OX=10090 GN=Macroh2a2 PE=1 SV=3,7.6145,3135,Q8CCK0,Macroh2a2,Core histone macro-H2A.2,18.56711329,18.50169475,18.32070521,18.4083955,18.31616756,18.45946767,18.5164159,18.35469061,18.27343364,18.27955125,0.046103448,-0.114210327,0.206417223,18.39976354,0.637762065,-4.923028102,0.537467782,0.999980519,0,0
Q8CCN5,sp|Q8CCN5|BCAS3_MOUSE BCAS3 microtubule associated cell migration factor OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=2,57.562,3136,Q8CCN5,Bcas3,BCAS3 microtubule associated cell migration factor,17.09742234,17.083324,17.09242909,17.26673976,17.15113708,17.3070561,17.18358741,17.21458078,17.24295041,17.20024793,-0.091474073,-0.208549556,0.025601409,17.18394749,-1.732719164,-4.230755963,0.112756509,0.999980519,0,0
Q8CCS6,sp|Q8CCS6|PABP2_MOUSE Polyadenylate-binding protein 2 OS=Mus musculus OX=10090 GN=Pabpn1 PE=1 SV=3,38.36,3137,Q8CCS6,Pabpn1,Polyadenylate-binding protein 2,15.30089894,15.38672369,15.27545909,15.39764326,15.26173994,15.53048426,15.33310051,15.48596272,15.31551977,15.24862252,-0.058244972,-0.204672696,0.088182753,15.35361547,-0.882127258,-4.810028872,0.397711864,0.999980519,0,0
Q8CCT4,sp|Q8CCT4|TCAL5_MOUSE Transcription elongation factor A protein-like 5 OS=Mus musculus OX=10090 GN=Tceal5 PE=1 SV=1,69.127,3138,Q8CCT4,Tceal5,Transcription elongation factor A protein-like 5,20.39691553,20.37862223,20.21616839,20.36021588,20.3260865,20.62221383,20.36339457,20.32444052,20.4142245,20.08209478,-0.025671934,-0.225408584,0.174064716,20.34843767,-0.28503418,-5.026672973,0.781234608,0.999980519,0,0
Q8CDA1,sp|Q8CDA1|SAC2_MOUSE Phosphatidylinositide phosphatase SAC2 OS=Mus musculus OX=10090 GN=Inpp5f PE=1 SV=1,10.252,3139,Q8CDA1,Inpp5f,Phosphatidylinositide phosphatase SAC2,15.2373624,15.04907958,15.17856066,14.99281962,14.99636166,14.96903979,15.02434831,14.94442851,15.04607626,15.04253644,0.085550922,-0.050315674,0.221417517,15.04806132,1.396394463,-4.486022734,0.191790511,0.999980519,0,0
Q8CDG3,sp|Q8CDG3|VCIP1_MOUSE Deubiquitinating protein VCPIP1 OS=Mus musculus OX=10090 GN=Vcpip1 PE=1 SV=1,57.241,3140,Q8CDG3,Vcpip1,Deubiquitinating protein VCPIP1,17.59101286,17.8137053,17.66518176,17.73414806,17.75398363,17.84891415,17.66375089,17.75963802,17.7789108,17.74417183,-0.047470819,-0.175662111,0.080720474,17.73534173,-0.821229068,-4.84104662,0.430007127,0.999980519,0,0
Q8CDN6,sp|Q8CDN6|TXNL1_MOUSE Thioredoxin-like protein 1 OS=Mus musculus OX=10090 GN=Txnl1 PE=1 SV=3,73.594,3141,Q8CDN6,Txnl1,Thioredoxin-like protein 1,19.57010562,19.47861303,19.6173812,19.5390281,19.47594781,19.47966368,19.58799559,19.6037723,19.47332036,19.6085892,-0.014453075,-0.131889808,0.102983657,19.54344169,-0.272930717,-5.028871291,0.790269462,0.999980519,0,0
Q8CE50,sp|Q8CE50|SNX30_MOUSE Sorting nexin-30 OS=Mus musculus OX=10090 GN=Snx30 PE=1 SV=1,14.611,3142,Q8CE50,Snx30,Sorting nexin-30,15.98001948,16.19532945,16.15366477,16.12992562,16.20219199,16.19484318,16.19534973,16.11440185,16.018742,16.103854,0.006788107,-0.126476199,0.140052414,16.12883221,0.112961637,-5.04905858,0.91221983,0.999980519,0,0
Q8CE90,sp|Q8CE90|MP2K7_MOUSE Dual specificity mitogen-activated protein kinase kinase 7 OS=Mus musculus OX=10090 GN=Map2k7 PE=1 SV=1,9.1972,3143,Q8CE90,Map2k7,Dual specificity mitogen-activated protein kinase kinase 7,16.81151359,16.66787507,16.73633439,16.61899414,16.82459315,16.61019244,16.620317,16.76954009,16.89786154,16.81813014,-0.011346173,-0.170952152,0.148259805,16.73753515,-0.157650874,-5.045090527,0.877762164,0.999980519,0,0
Q8CEC0,sp|Q8CEC0|NUP88_MOUSE Nuclear pore complex protein Nup88 OS=Mus musculus OX=10090 GN=Nup88 PE=1 SV=1,1.4854,3144,Q8CEC0,Nup88,Nuclear pore complex protein Nup88,11.30470579,10.74785902,10.92764261,9.858130609,10.76066891,11.06340271,10.21000478,10.93508686,11.00651968,10.89486746,-0.10217491,-0.66773347,0.463383651,10.77088884,-0.401466297,-5.000741306,0.696358258,0.999980519,0,0
Q8CEI3,tr|Q8CEI3|Q8CEI3_MOUSE Coiled-coil domain containing 28A OS=Mus musculus OX=10090 GN=Ccdc28a PE=1 SV=1,4.0001,3145,Q8CEI3,Ccdc28a,Coiled-coil domain containing 28A,12.05507063,10.94637567,11.3524674,11.29622245,11.35585076,11.72436855,11.37432311,11.15126845,11.21059097,11.50482054,0.008123058,-0.409542875,0.42578899,11.39713585,0.043218818,-5.05263727,0.966361381,0.999980519,0,0
Q8CES0,sp|Q8CES0|NAA30_MOUSE N-alpha-acetyltransferase 30 OS=Mus musculus OX=10090 GN=Naa30 PE=1 SV=2,5.2446,3146,Q8CES0,Naa30,N-alpha-acetyltransferase 30,13.14719793,13.24263369,13.05351066,12.93248699,13.13778828,13.24782078,13.06139914,13.29032629,13.27948627,12.75927219,-0.024937423,-0.263123043,0.213248198,13.11519222,-0.23236479,-5.035546984,0.820807088,0.999980519,0,0
Q8CFA2,"sp|Q8CFA2|GCST_MOUSE Aminomethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Amt PE=1 SV=1",3.3956,3148,Q8CFA2,Amt,"Aminomethyltransferase, mitochondrial",12.43367026,13.08115242,12.8607242,13.04205345,12.54886414,13.12492378,12.56745611,12.61934,12.77179021,12.47559688,0.081471498,-0.269040197,0.431983192,12.75255715,0.516518165,-4.966949025,0.616503931,0.999980519,0,0
Q8CFE4,sp|Q8CFE4|SCYL2_MOUSE SCY1-like protein 2 OS=Mus musculus OX=10090 GN=Scyl2 PE=1 SV=1,13.921,3149,Q8CFE4,Scyl2,SCY1-like protein 2,16.50012118,16.46816299,16.52338737,16.50250702,16.37787583,16.63164073,16.51890267,16.62577857,16.31351476,16.49480987,-0.042518442,-0.193106912,0.108070028,16.4956701,-0.626154832,-4.927604289,0.544760654,0.999980519,0,0
Q8CFI0,sp|Q8CFI0|NED4L_MOUSE E3 ubiquitin-protein ligase NEDD4-like OS=Mus musculus OX=10090 GN=Nedd4l PE=1 SV=2,45.344,3150,Q8CFI0,Nedd4l,E3 ubiquitin-protein ligase NEDD4-like,18.50808459,18.52786804,18.56474422,18.52118279,18.49962223,18.28789056,18.5024683,18.52253627,18.5196689,18.60437477,0.036912613,-0.099404675,0.1732299,18.50584407,0.600509618,-4.937446709,0.561072175,0.999980519,0,0
Q8CFI5,"sp|Q8CFI5|SYPM_MOUSE Probable proline--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Pars2 PE=1 SV=2",3.9913,3151,Q8CFI5,Pars2,"Probable proline--tRNA ligase, mitochondrial",12.16373338,12.86457677,12.56838133,12.76800471,12.77633001,12.37738155,12.96786589,12.70548069,13.01429645,12.88399959,-0.161599596,-0.508512012,0.185312819,12.70900504,-1.035148935,-4.724367489,0.324514857,0.999980519,0,0
Q8CFI7,sp|Q8CFI7|RPB2_MOUSE DNA-directed RNA polymerase II subunit RPB2 OS=Mus musculus OX=10090 GN=Polr2b PE=1 SV=2,2.9154,3152,Q8CFI7,Polr2b,DNA-directed RNA polymerase II subunit RPB2,12.7306355,12.61202092,12.68672839,12.41939607,12.65441926,12.58151502,12.62590505,12.53693204,12.62481001,12.6031639,0.026174824,-0.113665261,0.166014909,12.60755262,0.41509568,-4.997224765,0.686537166,0.999980519,0,0
Q8CFV4,sp|Q8CFV4|NRN1_MOUSE Neuritin OS=Mus musculus OX=10090 GN=Nrn1 PE=1 SV=1,3.7155,3154,Q8CFV4,Nrn1,Neuritin,15.75367218,15.91083622,15.99478434,15.65421231,15.95291725,15.7018079,15.72136289,15.78101199,15.65512606,16.15606164,0.050210367,-0.183144338,0.283565072,15.82817928,0.477410541,-4.979393147,0.643019147,0.999980519,0,0
Q8CFV9,sp|Q8CFV9|RIFK_MOUSE Riboflavin kinase OS=Mus musculus OX=10090 GN=Rfk PE=1 SV=2,1.5674,3155,Q8CFV9,Rfk,Riboflavin kinase,15.66864266,15.59258701,15.71466525,15.68530034,15.80226145,15.83750738,15.77879686,15.40563369,15.61219105,15.84032989,-0.002200434,-0.197815028,0.19341416,15.69379156,-0.024946131,-5.053047772,0.980571884,0.999980519,0,0
